📺央视浙江,#genre#
CCTV-1,http://120.209.208.163:9003/hls/3/index.m3u8
CCTV-1,http://183.203.166.28:9003/hls/1/index.m3u8
CCTV-1,http://219.137.202.217:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://mg.cttv.vip/608807420
CCTV-1,http://120.70.60.179:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://111.8.224.6:9999/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://182.140.125.47:808/hls/1/index.m3u8
CCTV-1,http://rihou.cc:555/tv/[mg]CCTV-01
CCTV-1,http://60.187.247.52:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://60.187.247.249:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://112.99.195.122:65000/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://223.75.148.190:9910/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://218.104.239.114:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://112.30.73.119:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-1,http://223.14.160.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://111.193.227.77:23234/rtp/239.3.1.129:8008
CCTV-1,http://iptv.4666888.xyz/iptv2A.php?id=7
CCTV-1,http://111.193.162.68:8012/rtp/239.3.1.129:8008
CCTV-1,http://183.222.15.202:4321/rtp/239.11.0.65:5140
CCTV-1,http://106.111.244.12:58099/rtp/239.49.8.19:9614
CCTV-1,http://112.115.49.181:4915/udp/239.200.200.95:8044
CCTV-1,http://58.37.164.52:4000/rtp/233.18.204.52:5140
CCTV-1,http://182.135.66.163:18888/rtp/239.94.0.1:5140
CCTV-1,http://183.220.107.138:4022/rtp/239.11.0.65:5140
CCTV-1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=20260911054532b2adc016bf254c9ba62922a66cbdd5ca&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260911054532&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=183.241.129.186&SecurityKey=20260911054532&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.9.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d62178d1e0ea4731dd64dc87eb475010&ddCalcu=0d16e02151877048bde17e80ceda4467d3d1
